,movement,name,birth,death,country,art_type
6,The Harlem Renaissance,Dox Thrash,1893,1965,African-American,Printmaker
7,The Harlem Renaissance,Aaron Douglas,1899,1979,African-American,Painter
8,The Harlem Renaissance,Richmond Barthe,1901,1989,African-American,Sculptor
9,The Harlem Renaissance,William H. Johnson,1901,1970,African-American,Painter
10,The Harlem Renaissance,Lois Mailou Jones,1905,1998,African-American,Painter
11,The Harlem Renaissance,Charles Alston,1907,1977,African-American,Painter/Sculptor
12,The Harlem Renaissance,Allan Rohan Crite,1910,2007,African-American,Painter
13,The Harlem Renaissance,Romare Bearden,1911,1988,African-American,Painter
14,The Harlem Renaissance,Jacob Lawrence,1917,2000,African-American,Painter
0,Abstract Expressionism,Hans Hofmann,1880,1966,German/American,Painter
1,Abstract Expressionism,Mark Tobey,1890,1976,American,Painter
2,Abstract Expressionism,Alma Thomas,1891,1978,African-American,Painter
3,Abstract Expressionism,Louise Nevelson,1899,1988,Russian/American,Sculptor
4,Abstract Expressionism,Jack Tworkov,1900,1982,Polish/American,Painter
5,Abstract Expressionism,Adja Yunkers,1900,1983,Latvian/American,Painter
6,Abstract Expressionism,Mary Callery,1903,1977,American,Sculptor
7,Abstract Expressionism,Adolph Gottlieb,1903,1974,American,Painter
8,Abstract Expressionism,Alfred Jensen,1903,1981,Guatemalan/American,Painter
9,Abstract Expressionism,Seymour Lipton,1903,1986,American,Sculptor
10,Abstract Expressionism,Mark Rothko,1903,1970,Latvian/American,Painter
11,Abstract Expressionism,Aaron Siskind,1903,1991,American,Photographer
12,Abstract Expressionism,Esteban Vicente,1903,2001,Spanish/American,Painter
13,Abstract Expressionism,Willem de Kooning,1904,1997,Dutch/American,Painter
14,Abstract Expressionism,Jose de Rivera,1904,1985,American,Sculptor
15,Abstract Expressionism,Arshile Gorky,1904,1948,Armenian/American,Painter
16,Abstract Expressionism,Balcomb Greene,1904,1990,American,Painter
17,Abstract Expressionism,Gertrude Greene,1904,1956,American,Painter
18,Abstract Expressionism,Isamu Noguchi,1904,1988,Japanese/American,Sculptor
19,Abstract Expressionism,Clyfford Still,1904,1980,American,Painter
20,Abstract Expressionism,John Ferren,1905,1970,American,Painter
21,Abstract Expressionism,Barnett Newman,1905,1970,American,Painter
22,Abstract Expressionism,James Brooks,1906,1992,American,Painter
23,Abstract Expressionism,Herbert Ferber,1906,1991,American,Sculptor
24,Abstract Expressionism,David Smith,1906,1965,American,Sculptor
25,Abstract Expressionism,Albert Kotin,1907,1980,Russian/American,Painter
26,Abstract Expressionism,Perle Fine,1908,1988,American,Painter
27,Abstract Expressionism,Lee Krasner,1908,1984,American,Painter
28,Abstract Expressionism,George McNeil,1908,1995,American,Painter
29,Abstract Expressionism,Jack Bush,1909,1977,Canadian,Painter
30,Abstract Expressionism,Enrico Donati,1909,2008,American,Painter
31,Abstract Expressionism,Norman Lewis,1909,1979,African-American,Painter
32,Abstract Expressionism,Morris Graves,1910,2001,American,Painter/Sculptor
33,Abstract Expressionism,Franz Kline,1910,1962,American,Painter
34,Abstract Expressionism,Louise Bourgeois,1911,2010,French/American,Sculptor
35,Abstract Expressionism,William Baziotes,1912,1963,American,Painter
36,Abstract Expressionism,Morris Louis,1912,1962,American,Painter
37,Abstract Expressionism,Roberto Matta,1912,2002,Chilean/French,Painter
38,Abstract Expressionism,Jackson Pollock,1912,1956,American,Painter
39,Abstract Expressionism,Lawrence Calcagno,1913,1993,American,Painter
40,Abstract Expressionism,Philip Guston,1913,1980,Canadian/American,Painter
41,Abstract Expressionism,Ibram Lassaw,1913,2003,American,Sculptor
42,Abstract Expressionism,Conrad Marca-Relli,1913,2000,American,Painter
43,Abstract Expressionism,Ad Reinhardt,1913,1967,American,Painter
44,Abstract Expressionism,William Scott,1913,1989,British,Painter
45,Abstract Expressionism,Alberto Burri,1915,1995,Italian,Painter
46,Abstract Expressionism,Edward Dugmore,1915,1996,American,Painter
47,Abstract Expressionism,Robert Motherwell,1915,1991,American,Painter
48,Abstract Expressionism,Elmer Bischoff,1916,1991,American,Painter
49,Abstract Expressionism,Alfonso Ossorio,1916,1990,Filipino/American,Painter
50,Abstract Expressionism,Richard Pousette-Dart,1916,1992,American,Painter
51,Abstract Expressionism,Nicolas Carone,1917,2010,American,Painter/Sculptor
52,Abstract Expressionism,Stephen Greene,1917,1999,American,Painter
53,Abstract Expressionism,David Hare,1917,1992,American,Sculptor
54,Abstract Expressionism,Milton Resnick,1917,2004,Russian/American,Painter
55,Abstract Expressionism,Elaine Fried de Kooning,1918,1989,American,Painter
56,Abstract Expressionism,Cleve Gray,1918,2004,American,Painter
57,Abstract Expressionism,Edward Corbett,1919,1971,American,Painter
58,Abstract Expressionism,Lester Johnson,1919,2010,American,Painter
59,Abstract Expressionism,George Morrison,1919,2000,Native,American Painter/Sculptor
60,Abstract Expressionism,Gene Davis,1920,1985,American,Painter
61,Abstract Expressionism,Karel Appel,1921,2006,Dutch,Painter
62,Abstract Expressionism,Norman Bluhm,1921,1999,American,Painter
63,Abstract Expressionism,Nell Blaine,1922,1996,American,Painter
64,Abstract Expressionism,Robert de Niro Sr.,1922,1993,American,Painter
65,Abstract Expressionism,Grace Hartigan,1922,2008,American,Painter
66,Abstract Expressionism,Jules Olitski,1922,2007,Ukrainian/American,Painter
67,Abstract Expressionism,Theodoros Stamos,1922,1997,American,Painter
68,Abstract Expressionism,Sam Francis,1923,1994,American,Painter
69,Abstract Expressionism,Paul Jenkins,1923,2012,American,Painter
70,Abstract Expressionism,Jean Paul Riopelle,1923,2002,Canadian,Painter
71,Abstract Expressionism,Richard Stankiewicz,1923,1983,American,Assemblage Artist
72,Abstract Expressionism,Antoni Tapies,1923,2012,Spanish,Painter
73,Abstract Expressionism,Kenneth Noland,1924,2010,American,Painter
74,Abstract Expressionism,Joan Mitchell,1926,1992,American,Painter
75,Abstract Expressionism,Helen Frankenthaler,1928,2011,American,Painter
76,Abstract Expressionism,Al Held,1928,2005,American,Painter
0,Op Art,M.C. Escher,1898,1972,Dutch,Illustrator
1,Op Art,Victor Vasarely,1908,1997,Hungarian/French,Painter
2,Op Art,Jesus-Rafael Soto,1923,2005,Venezuelan,Painter/Installation Artist
3,Op Art,Kenneth Noland,1924,2010,American,Painter
0,Arte Povera,Lucio Fontana,1899,1968,Argentine/Italian,Sculptor/Painter
0,Photorealism,John Kacere,1920,1999,American,Painter
1,Photorealism,Duane Hanson,1925,1996,American,Sculptor
0,Minimalism,John Graham,1886,1961,Ukrainian/American,Painter
1,Minimalism,Barnett Newman,1905,1970,American,Painter
2,Minimalism,Agnes Martin,1912,2004,Canadian/American,Painter
3,Minimalism,Tony Smith,1912,1980,American,Sculptor
4,Minimalism,Ad Reinhardt,1913,1967,American,Painter
5,Minimalism,Anne Truitt,1921,2004,American,Sculptor
